Date,Open,High,Low,Close,Adj Close,Volume
2023-11-15,0.649984,0.653590,0.648430,0.649984,0.649984,0
2023-11-16,0.651150,0.651691,0.646130,0.651150,0.651150,0
2023-11-17,0.647082,0.651230,0.645360,0.647082,0.647082,0
2023-11-20,0.651360,0.656400,0.650161,0.651360,0.651360,0
2023-11-21,0.656400,0.659000,0.655780,0.656400,0.656400,0
2023-11-22,0.655910,0.657100,0.652320,0.655910,0.655910,0
2023-11-23,0.654279,0.657505,0.654250,0.654279,0.654279,0
2023-11-24,0.656010,0.659100,0.655089,0.656010,0.656010,0
2023-11-27,0.658130,0.661340,0.656750,0.658130,0.658130,0
2023-11-28,0.661250,0.666489,0.659831,0.661250,0.661250,0
2023-11-29,0.665900,0.667360,0.660711,0.665900,0.665900,0
2023-11-30,0.661901,0.665300,0.657289,0.661901,0.661901,0
2023-12-01,0.660680,0.666418,0.660050,0.660680,0.660680,0
2023-12-04,0.668288,0.668771,0.661140,0.668288,0.668288,0
2023-12-05,0.661710,0.662810,0.654510,0.661710,0.661710,0
2023-12-06,0.655470,0.659900,0.655501,0.655470,0.655470,0
2023-12-07,0.655140,0.660110,0.652610,0.655140,0.655140,0
2023-12-08,0.659448,0.662120,0.656200,0.659448,0.659448,0
2023-12-11,0.657980,0.658211,0.655070,0.657980,0.657980,0
2023-12-12,0.656500,0.660950,0.654230,0.656500,0.656500,0
2023-12-13,0.656460,0.658500,0.654380,0.656460,0.656460,0
2023-12-14,0.666500,0.672800,0.666378,0.666500,0.666500,0
2023-12-15,0.670268,0.672860,0.666560,0.670268,0.670268,0
2023-12-18,0.669891,0.673582,0.669150,0.669891,0.669891,0
2023-12-19,0.670372,0.677460,0.670390,0.670372,0.670372,0
2023-12-20,0.676300,0.677900,0.674910,0.676300,0.676300,0
2023-12-21,0.673982,0.679810,0.673670,0.673982,0.673982,0
2023-12-22,0.679680,0.682600,0.677420,0.679680,0.679680,0
2023-12-25,0.680879,0.709230,0.677920,0.680879,0.680879,0
2023-12-26,0.680601,0.682100,0.679842,0.680601,0.680601,0
2023-12-27,0.682380,0.685213,0.681860,0.682380,0.682380,0
2023-12-28,0.685470,0.687120,0.682538,0.685470,0.685470,0
2023-12-29,0.682630,0.684791,0.678160,0.682630,0.682630,0
2024-01-01,0.682049,0.681500,0.681385,0.682049,0.682049,0
2024-01-02,0.681050,0.684088,0.676320,0.681050,0.681050,0
2024-01-03,0.676570,0.677200,0.670310,0.676570,0.676570,0
2024-01-04,0.673600,0.676100,0.669840,0.673600,0.673600,0
2024-01-05,0.670659,0.674610,0.664231,0.670659,0.670659,0
2024-01-08,0.671641,0.673582,0.667810,0.671641,0.671641,0
2024-01-09,0.672000,0.673500,0.667790,0.672000,0.672000,0
2024-01-10,0.668470,0.671400,0.668370,0.668470,0.668470,0
2024-01-11,0.670400,0.672812,0.664740,0.670400,0.670400,0
2024-01-12,0.669850,0.672839,0.667910,0.669850,0.669850,0
2024-01-15,0.668910,0.668959,0.665120,0.668910,0.668910,0
2024-01-16,0.665040,0.665100,0.658680,0.665040,0.665040,0
2024-01-17,0.658890,0.659410,0.652818,0.658890,0.658890,0
2024-01-18,0.655200,0.657527,0.653940,0.655200,0.655200,0
2024-01-19,0.658285,0.660160,0.656550,0.658285,0.658285,0
2024-01-22,0.659548,0.661500,0.658150,0.659548,0.659548,0
2024-01-23,0.657060,0.661200,0.656300,0.657060,0.657060,0
2024-01-24,0.658630,0.662020,0.656630,0.658630,0.658630,0
2024-01-25,0.657670,0.660960,0.656670,0.657670,0.657670,0
2024-01-26,0.658588,0.660920,0.657700,0.658588,0.658588,0
2024-01-29,0.657860,0.660600,0.657458,0.657860,0.657860,0
2024-01-30,0.661419,0.662449,0.657610,0.661419,0.661419,0
2024-01-31,0.659480,0.662190,0.655960,0.659480,0.659480,0
2024-02-01,0.656151,0.657890,0.650960,0.656151,0.656151,0
2024-02-02,0.657490,0.661010,0.650730,0.657490,0.657490,0
2024-02-05,0.650508,0.652018,0.646990,0.650508,0.650508,0
2024-02-06,0.648029,0.652018,0.648040,0.648029,0.648029,0
2024-02-07,0.652967,0.654108,0.651720,0.652967,0.652967,0
2024-02-08,0.652188,0.653400,0.648150,0.652188,0.652188,0
2024-02-09,0.649760,0.653202,0.648760,0.649760,0.649760,0
2024-02-12,0.652558,0.653790,0.651330,0.652558,0.652558,0
2024-02-13,0.652890,0.653340,0.645410,0.652890,0.652890,0
2024-02-14,0.645340,0.649100,0.644712,0.645340,0.645340,0
2024-02-15,0.649880,0.652910,0.647849,0.649880,0.649880,0
2024-02-16,0.652550,0.653518,0.649860,0.652550,0.652550,0
